task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
3	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:KHMER_UNIQUEKMERS (genome.fa)	5.48 mWh	2.63 mg	-	480 gCO₂e/kWh	255.6 %	6 GB	1s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	2.66 mWh	620.83 uWh
4	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test.csv)	0 Wh	0 g	-	480 gCO₂e/kWh	81.2 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
2	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf)	1.98 mWh	948.56 ug	-	480 gCO₂e/kWh	54 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	562.5 uWh	620.83 uWh
1	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	0 Wh	0 g	-	480 gCO₂e/kWh	58.4 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
5	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:BWA_INDEX (genome.fa)	15.73 mWh	7.55 mg	-	480 gCO₂e/kWh	91.1 %	6 GB	6s 0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	5.69 mWh	3.73 mWh
6	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SPT5_INPUT_REP1_T1)	19.32 mWh	9.27 mg	-	480 gCO₂e/kWh	162.5 %	6 GB	5s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	8.46 mWh	3.1 mWh
14	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes)	0 Wh	0 g	-	480 gCO₂e/kWh	101.1 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
8	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SPT5_INPUT_REP2_T1)	20.78 mWh	9.97 mg	-	480 gCO₂e/kWh	139.5 %	6 GB	6s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	8.72 mWh	3.73 mWh
11	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SPT5_T0_REP1_T1)	18.44 mWh	8.85 mg	-	480 gCO₂e/kWh	152.4 %	6 GB	5s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	7.94 mWh	3.1 mWh
16	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SPT5_T15_REP1_T1)	24.61 mWh	11.81 mg	-	480 gCO₂e/kWh	176.2 %	6 GB	6s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	11.01 mWh	3.73 mWh
17	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SPT5_T15_REP2_T1)	22.5 mWh	10.8 mg	-	480 gCO₂e/kWh	156 %	6 GB	6s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	9.75 mWh	3.73 mWh
13	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SPT5_T0_REP2_T1)	17.96 mWh	8.62 mg	-	480 gCO₂e/kWh	146.9 %	6 GB	5s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	7.65 mWh	3.1 mWh
7	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SPT5_INPUT_REP1_T1)	44.48 mWh	21.35 mg	-	480 gCO₂e/kWh	196.1 %	6 GB	10s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	20.43 mWh	6.21 mWh
9	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SPT5_INPUT_REP2_T1)	47.06 mWh	22.59 mg	-	480 gCO₂e/kWh	210.9 %	6 GB	10s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	21.97 mWh	6.21 mWh
10	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SPT5_T0_REP1_T1)	57.95 mWh	27.82 mg	-	480 gCO₂e/kWh	218 %	6 GB	11s 1000ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	27.25 mWh	7.45 mWh
15	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SPT5_T15_REP1_T1)	55.59 mWh	26.68 mg	-	480 gCO₂e/kWh	186.2 %	6 GB	12s 1000ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	25.21 mWh	8.07 mWh
12	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SPT5_T0_REP2_T1)	56.42 mWh	27.08 mg	-	480 gCO₂e/kWh	189.9 %	6 GB	12s 1000ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	25.72 mWh	8.07 mWh
18	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SPT5_T15_REP2_T1)	57.91 mWh	27.8 mg	-	480 gCO₂e/kWh	178.2 %	6 GB	14s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	25.99 mWh	8.69 mWh
19	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BWA_MEM (SPT5_INPUT_REP2_T1)	13.09 mWh	6.28 mg	-	480 gCO₂e/kWh	191.2 %	6 GB	2s 1000ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	5.97 mWh	1.86 mWh
20	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BWA_MEM (SPT5_INPUT_REP1_T1)	13.28 mWh	6.38 mg	-	480 gCO₂e/kWh	194.9 %	6 GB	2s 1000ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	6.09 mWh	1.86 mWh
21	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BWA_MEM (SPT5_T0_REP1_T1)	21.99 mWh	10.55 mg	-	480 gCO₂e/kWh	193.2 %	6 GB	5s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	10.06 mWh	3.1 mWh
22	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BWA_MEM (SPT5_T15_REP1_T1)	17.57 mWh	8.43 mg	-	480 gCO₂e/kWh	192.9 %	6 GB	3s 1000ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	8.04 mWh	2.48 mWh
23	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BWA_MEM (SPT5_T0_REP2_T1)	17.7 mWh	8.5 mg	-	480 gCO₂e/kWh	194.8 %	6 GB	3s 1000ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	8.12 mWh	2.48 mWh
24	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BWA_MEM (SPT5_T15_REP2_T1)	17.45 mWh	8.38 mg	-	480 gCO₂e/kWh	191.2 %	6 GB	3s 1000ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	7.97 mWh	2.48 mWh
25	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_INPUT_REP2_T1)	4.3 mWh	2.07 mg	-	480 gCO₂e/kWh	187.8 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	1.96 mWh	620.83 uWh
26	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_INPUT_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	183.3 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
31	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_INPUT_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	89.1 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
28	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_T15_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	182.8 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
30	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_T15_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	181.1 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
27	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_T0_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	186.2 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
32	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_INPUT_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	88.7 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
29	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SPT5_T0_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	188.5 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
33	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T15_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	47.5 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
34	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T15_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	107.2 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
35	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T0_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	89.9 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
36	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T0_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	99.4 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
40	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PICARD_MERGESAMFILES (SPT5_T15_REP2)	5.36 mWh	2.57 mg	-	480 gCO₂e/kWh	248.6 %	6 GB	1s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	2.59 mWh	620.83 uWh
41	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PICARD_MERGESAMFILES (SPT5_T0_REP1)	5.29 mWh	2.54 mg	-	480 gCO₂e/kWh	244.6 %	6 GB	1s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	2.55 mWh	620.83 uWh
42	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PICARD_MERGESAMFILES (SPT5_T0_REP2)	5.47 mWh	2.62 mg	-	480 gCO₂e/kWh	254.6 %	6 GB	1s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	2.65 mWh	620.83 uWh
38	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PICARD_MERGESAMFILES (SPT5_INPUT_REP1)	5.67 mWh	2.72 mg	-	480 gCO₂e/kWh	266.3 %	6 GB	1s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	2.77 mWh	620.83 uWh
37	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PICARD_MERGESAMFILES (SPT5_INPUT_REP2)	6.34 mWh	3.04 mg	-	480 gCO₂e/kWh	122.6 %	6 GB	2s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	2.55 mWh	1.24 mWh
39	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:PICARD_MERGESAMFILES (SPT5_T15_REP1)	5.51 mWh	2.65 mg	-	480 gCO₂e/kWh	257.2 %	6 GB	1s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	2.68 mWh	620.83 uWh
56	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T0_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	53.9 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
51	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T15_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	49.7 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
54	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T0_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	81.5 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
44	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_INPUT_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	122.4 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
60	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T0_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	143.8 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
58	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T15_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	101.8 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
57	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T0_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	126 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
55	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T0_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	114.9 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
52	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T15_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	97.7 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
49	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T15_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	104.5 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
48	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_INPUT_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	82.9 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
45	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_INPUT_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	42.7 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
53	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T15_REP2_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	59.3 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
47	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_INPUT_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	131.5 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
50	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T15_REP1_T1)	0 Wh	0 g	-	480 gCO₂e/kWh	69.2 %	6 GB	0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
59	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T0_REP1_T1)	2.07 mWh	993.65 ug	-	480 gCO₂e/kWh	59.4 %	6 GB	1s 0ms	1	3.75 W	AMD EPYC 7282 16-Core Processor	618.75 uWh	620.83 uWh
46	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_INPUT_REP1_T1)	3.28 mWh	1.57 mg	-	480 gCO₂e/kWh	128.7 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	1.34 mWh	620.83 uWh
64	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SPT5_INPUT_REP1)	34.32 mWh	16.47 mg	-	480 gCO₂e/kWh	269.2 %	6 GB	6s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	16.83 mWh	3.73 mWh
43	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_INPUT_REP2_T1)	2.96 mWh	1.42 mg	-	480 gCO₂e/kWh	110.6 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	1.15 mWh	620.83 uWh
61	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SPT5_T15_REP2)	33.99 mWh	16.32 mg	-	480 gCO₂e/kWh	266.1 %	6 GB	6s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	16.63 mWh	3.73 mWh
66	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SPT5_T15_REP1)	29.16 mWh	14 mg	-	480 gCO₂e/kWh	275.7 %	6 GB	5s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	14.36 mWh	3.1 mWh
62	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SPT5_T0_REP1)	35.49 mWh	17.03 mg	-	480 gCO₂e/kWh	280.4 %	6 GB	6s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	17.53 mWh	3.73 mWh
65	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SPT5_INPUT_REP2)	41.02 mWh	19.69 mg	-	480 gCO₂e/kWh	277.3 %	6 GB	6s 1000ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	20.22 mWh	4.35 mWh
63	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SPT5_T0_REP2)	35.68 mWh	17.12 mg	-	480 gCO₂e/kWh	282.2 %	6 GB	6s 0ms	3	3.75 W	AMD EPYC 7282 16-Core Processor	17.64 mWh	3.73 mWh
67	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SPT5_INPUT_REP1)	0 Wh	0 g	-	480 gCO₂e/kWh	118.1 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
68	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SPT5_T15_REP2)	2.81 mWh	1.35 mg	-	480 gCO₂e/kWh	101.8 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	1.06 mWh	620.83 uWh
69	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SPT5_T15_REP1)	2.48 mWh	1.19 mg	-	480 gCO₂e/kWh	83.1 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	865.63 uWh	620.83 uWh
70	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SPT5_T0_REP1)	0 Wh	0 g	-	480 gCO₂e/kWh	108.1 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
72	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SPT5_T0_REP2)	0 Wh	0 g	-	480 gCO₂e/kWh	97 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
74	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAMTOOLS_FILTER (SPT5_T15_REP2)	3.7 mWh	1.78 mg	-	480 gCO₂e/kWh	153.1 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	1.59 mWh	620.83 uWh
71	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SPT5_INPUT_REP2)	0 Wh	0 g	-	480 gCO₂e/kWh	31.6 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
73	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAMTOOLS_FILTER (SPT5_INPUT_REP1)	7.43 mWh	3.57 mg	-	480 gCO₂e/kWh	153.9 %	6 GB	2s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	3.21 mWh	1.24 mWh
75	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAMTOOLS_FILTER (SPT5_T15_REP1)	3.68 mWh	1.77 mg	-	480 gCO₂e/kWh	152.1 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	1.58 mWh	620.83 uWh
76	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAMTOOLS_FILTER (SPT5_T0_REP1)	3.67 mWh	1.76 mg	-	480 gCO₂e/kWh	151.4 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	1.58 mWh	620.83 uWh
77	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:BAMTOOLS_FILTER (SPT5_T0_REP2)	3.43 mWh	1.65 mg	-	480 gCO₂e/kWh	137.7 %	6 GB	1s 0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	1.43 mWh	620.83 uWh
78	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_FILTER_BAMTOOLS:SAMTOOLS_SORT (SPT5_T15_REP2)	0 Wh	0 g	-	480 gCO₂e/kWh	172 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
96	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_INPUT_REP2)	0 Wh	0 g	-	480 gCO₂e/kWh	108.2 %	6 GB	0ms	2	3.75 W	AMD EPYC 7282 16-Core Processor	0 Wh	0 Wh
